title,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Harder Dan Ik Hebben Kan,BLØF,0.469,0.444,7,-7.989,1,0.027,0.0857,0.000566,0.178,0.352,179.967
Right Next Door (Because Of Me),Robert Cray,0.739,0.665,0,-7.794,0,0.047,0.212,0.00109,0.0543,0.742,87.559
Somewhere Down The Crazy River,Robbie Robertson,0.376,0.35,5,-17.95,0,0.0546,0.0709,2.22e-05,0.105,0.74,79.365
Just Around the Corner,Cock Robin,0.646,0.801,1,-6.177,1,0.0341,0.0827,0.00023,0.0585,0.528,122.086
My Hometown,Bruce Springsteen,0.644,0.189,9,-19.271,1,0.0383,0.415,2.08e-05,0.0656,0.435,117.561
If I Ever Lose My Faith In You,Sting,0.573,0.813,2,-7.996,1,0.0309,0.0344,0.0134,0.0762,0.635,97.985
Breakfast In America,Supertramp,0.591,0.546,0,-9.309,0,0.0298,0.53,0.0,0.0694,0.747,75.194
Chariot,Gavin DeGraw,0.376,0.832,7,-4.329,1,0.0448,0.0586,0.0,0.333,0.443,167.467
Mama,Genesis,0.559,0.941,9,-5.183,1,0.0818,0.38,0.164,0.323,0.632,82.919
Elevation,U2,0.577,0.836,9,-7.191,1,0.0374,0.00109,0.00033,0.0506,0.345,110.035
Yesterdays,Guns N' Roses,0.357,0.87,6,-6.709,1,0.0562,0.0611,0.00357,0.259,0.476,171.93
Hanging By A Moment,Lifehouse,0.54,0.866,1,-4.901,1,0.0364,0.00103,0.0,0.0971,0.441,124.595
No One Knows,Queens of the Stone Age,0.509,0.584,0,-4.907,1,0.057,0.0368,9.96e-05,0.384,0.685,170.411
Vienna,Ultravox,0.583,0.614,5,-10.312,1,0.0643,0.16,0.234,0.109,0.456,80.747
Spirits In The Material World,The Police,0.856,0.552,9,-11.336,0,0.074,0.189,0.012,0.0203,0.909,141.567
Love Is All (Bonus Track) - Demo Version,Roger Glover and Guests,0.561,0.523,7,-9.85,1,0.0296,0.429,0.0,0.0965,0.824,115.207
Dance4Life,Tiësto,0.729,0.807,6,-7.324,0,0.0605,0.00568,0.658,0.0901,0.324,131.99
I Still Haven't Found What I'm Looking For,U2,0.564,0.789,1,-8.098,1,0.0353,0.0105,0.00338,0.0826,0.659,100.646
Runnin' with the Devil - 2004 Remaster,Van Halen,0.437,0.91,1,-4.268,0,0.0714,0.0566,2.35e-05,0.338,0.455,95.762
It Takes Two (with Tina Turner),Rod Stewart,0.623,0.974,5,-4.922,0,0.0715,0.00521,1.87e-05,0.0775,0.71,141.235
Love You More,Racoon,0.415,0.216,1,-10.98,1,0.0333,0.764,0.0,0.108,0.303,170.002
When Your Heart Is Weak,Cock Robin,0.745,0.556,8,-8.706,0,0.0271,0.225,0.000176,0.126,0.93,105.64
"Super Freak - 12"" Version",Rick James,0.788,0.771,7,-9.891,1,0.0416,0.0357,5.45e-05,0.202,0.966,131.11
Love Like Blood,Killing Joke,0.411,0.645,7,-10.722,0,0.0431,0.0319,0.0121,0.488,0.433,124.458
Traffic (Radio Edit),Tiësto,0.714,0.642,8,-10.241,0,0.0868,0.00251,0.887,0.186,0.102,137.834
Home,Michael Bublé,0.608,0.37,7,-9.207,1,0.0306,0.844,1.87e-05,0.112,0.349,127.631
Embarrassment,Madness,0.558,0.758,5,-5.167,0,0.0292,0.137,0.000245,0.189,0.878,76.123
Your Latest Trick,Dire Straits,0.7,0.528,1,-8.946,0,0.0314,0.68,0.108,0.207,0.261,122.613
Unfinished Sympathy,Massive Attack,0.595,0.715,7,-12.393,1,0.0303,0.025,0.182,0.192,0.709,114.408
Sovereign Light Café,Keane,0.539,0.688,8,-5.717,0,0.03,0.0151,0.0,0.124,0.53,122.899
Always On The Run,Lenny Kravitz,0.512,0.946,9,-3.756,1,0.148,0.0119,0.0191,0.0646,0.85,169.222
Heroes - Single Version; 2002 Remaster,David Bowie,0.506,0.766,7,-8.242,1,0.0304,0.0434,0.161,0.27,0.611,112.64
Only When You Leave,Spandau Ballet,0.585,0.831,7,-6.206,0,0.0453,0.244,4.64e-06,0.0539,0.701,137.271
Stuck In A Moment You Can't Get Out Of,U2,0.527,0.61,4,-5.819,1,0.0237,0.422,0.000203,0.281,0.331,158.478
Sign 'O' the Times - Single Version,Prince,0.825,0.393,10,-10.875,0,0.0771,0.039,0.000905,0.0609,0.62,98.94
If I Could Turn Back Time,Cher,0.663,0.569,11,-10.297,1,0.0274,0.131,0.0,0.125,0.425,108.269
Forever Man - 1999 Remaster,Eric Clapton,0.649,0.898,2,-6.018,0,0.0428,0.207,0.0103,0.193,0.797,111.151
You Could Be Mine,Guns N' Roses,0.344,0.988,10,-4.79,0,0.139,0.00938,0.504,0.186,0.305,150.861
Stir It Up - Live At The Pavillon De Paris/1977,Bob Marley & The Wailers,0.669,0.824,9,-6.956,1,0.051,0.0949,5.03e-05,0.975,0.817,90.905
Alphabet St.,Prince,0.825,0.97,0,-5.866,1,0.0675,0.312,0.246,0.105,0.628,104.358
Cloudbusting,Kate Bush,0.68,0.248,1,-17.465,0,0.0328,0.696,8.88e-06,0.0839,0.812,112.806
Fame,Irene Cara,0.701,0.73,0,-8.755,0,0.0318,0.13,0.0,0.0923,0.938,130.532
Far From Over,Frank Stallone,0.528,0.922,0,-4.277,1,0.0395,0.0395,0.00139,0.242,0.878,166.521
Long Train Running,The Doobie Brothers,0.675,0.825,0,-7.657,0,0.033,0.366,0.0275,0.0585,0.848,120.036
When I Come Around,Green Day,0.531,0.909,11,-4.236,1,0.034,0.0175,0.0,0.231,0.814,97.546
Perfect Day - Remastered,Lou Reed,0.394,0.29,10,-10.862,1,0.0328,0.623,0.0067,0.102,0.0948,147.63
Real Men,Joe Jackson,0.666,0.324,2,-12.642,1,0.0294,0.443,0.0,0.267,0.379,113.681
Sultans Of Swing,Dire Straits,0.726,0.909,5,-4.966,1,0.0289,0.145,0.0276,0.344,0.892,148.3
Hole Hearted,Extreme,0.586,0.773,6,-8.934,1,0.0334,0.192,0.0,0.0752,0.674,101.929
Three Days In A Row,Anouk,0.392,0.501,4,-5.56,1,0.0298,0.00646,0.0,0.138,0.369,171.022
Don't Stop Me Now,Queen,0.57,0.806,5,-7.351,1,0.14,0.032,0.000179,0.77,0.605,156.319
The One I Love,R.E.M.,0.502,0.609,4,-14.3,0,0.032,0.00429,2.65e-06,0.114,0.762,127.758
Can't Stop,Red Hot Chili Peppers,0.62,0.934,4,-3.427,0,0.0411,0.0201,0.0,0.19,0.887,91.234
Sledgehammer - Live,Peter Gabriel,0.401,0.94,3,-4.218,0,0.0792,0.00512,0.00508,0.46,0.229,97.926
Scar Tissue,Red Hot Chili Peppers,0.437,0.717,0,-4.803,1,0.039,0.0779,0.00274,0.108,0.547,178.085
Some Like It Hot - 2005 Remaster,The Power Station,0.732,0.893,2,-8.355,1,0.0488,0.0816,2.05e-05,0.0783,0.654,125.487
While You See A Chance - 2010 Remaster,Steve Winwood,0.6,0.84,2,-5.497,1,0.0313,0.34,0.000261,0.0667,0.372,128.845
Rocks,Primal Scream,0.635,0.781,7,-6.045,1,0.0341,8.74e-05,0.00153,0.0412,0.926,127.706
Solsbury Hill,Peter Gabriel,0.678,0.622,11,-8.875,1,0.0301,0.378,0.000953,0.363,0.471,102.229
Jaded,Aerosmith,0.526,0.891,9,-4.126,1,0.0505,0.00446,2.66e-05,0.0908,0.667,118.038
Little Green Bag - Single Edit,George Baker Selection,0.695,0.658,7,-10.976,1,0.0328,0.173,0.000159,0.0744,0.852,102.884
She Sells Sanctuary,The Cult,0.538,0.787,7,-8.698,1,0.0291,4.95e-06,0.867,0.137,0.394,139.5
Again,Lenny Kravitz,0.554,0.82,2,-5.035,1,0.0296,0.0186,4.91e-05,0.161,0.752,79.147
Stop Crying Your Heart Out,Oasis,0.378,0.573,2,-5.37,1,0.0304,0.0848,1.82e-06,0.119,0.0823,74.939
If You Love Somebody Set Them Free,Sting,0.629,0.877,9,-9.485,0,0.0309,0.101,0.0,0.321,0.84,125.063
Infinity 2008 - Klaas Vocal Edit,Guru Josh Project,0.498,0.862,7,-6.02,0,0.0589,0.000313,0.00941,0.352,0.47,128.034
A View to a Kill,Duran Duran,0.706,0.814,1,-5.405,1,0.0569,0.0159,0.0,0.262,0.778,125.472
The Joker,Steve Miller Band,0.455,0.354,5,-13.902,1,0.0484,0.326,4.35e-06,0.0884,0.842,164.386
Show Me The Way,Peter Frampton,0.597,0.828,2,-9.483,1,0.0304,0.0129,1.03e-06,0.974,0.625,132.262
Sigh No More,Mumford & Sons,0.487,0.343,0,-10.102,1,0.0303,0.021,0.00025,0.275,0.173,147.56
World of Hurt,Ilse DeLange,0.868,0.468,11,-9.83,1,0.0385,0.618,0.000217,0.133,0.643,98.939
Papa Was a Rolling Stone,The Temptations,0.817,0.412,5,-13.114,0,0.045,0.108,0.0444,0.0409,0.862,120.034
Parachute,Something Happens,0.396,0.455,9,-13.197,1,0.036,0.41,1.15e-06,0.0685,0.434,156.48
Whatever You Want,Status Quo,0.555,0.566,2,-10.106,1,0.0421,0.857,0.00137,0.273,0.408,122.794
"The Power - 7"" Version",SNAP!,0.698,0.868,1,-9.104,1,0.0446,0.0395,0.0201,0.196,0.743,108.912
Fool's Overture,Supertramp,0.405,0.277,3,-12.104,1,0.0386,0.281,0.00607,0.0806,0.0744,131.411
The Boys Are Back In Town,Thin Lizzy,0.36,0.851,8,-5.542,1,0.0838,0.252,3.77e-06,0.0802,0.683,79.39
Two Tribes,Frankie Goes To Hollywood,0.515,0.869,7,-10.842,1,0.059,0.000186,0.296,0.1,0.432,130.423
Smoke on the Water,Deep Purple,0.616,0.612,0,-11.084,1,0.0275,0.169,0.434,0.101,0.897,114.558
Gold,Spandau Ballet,0.711,0.74,10,-7.776,0,0.0361,0.258,0.0111,0.104,0.639,143.053
Yellow,Coldplay,0.429,0.661,11,-7.227,1,0.0281,0.00239,0.000121,0.234,0.285,173.372
Celebration,Kool & The Gang,0.878,0.51,1,-13.781,1,0.0565,0.136,0.0156,0.049,0.911,120.771
This Ain't A Love Song,Bon Jovi,0.223,0.643,4,-7.118,1,0.05,0.0987,0.0,0.124,0.139,174.902
You're My Best Friend,Queen,0.516,0.793,0,-6.557,1,0.0424,0.167,0.0131,0.102,0.599,118.748
Love Her Madly - New Stereo Mix,The Doors,0.577,0.588,4,-9.683,0,0.027,0.021,0.000213,0.0574,0.962,148.029
It's Only Love (With Bryan Adams) - Live,Tina Turner,0.181,0.849,5,-10.595,1,0.12,0.142,0.00122,0.987,0.54,204.598
Crack The Shutters,Snow Patrol,0.549,0.698,0,-5.713,1,0.025,0.000725,1.25e-05,0.125,0.417,106.033
In These Arms,Bon Jovi,0.507,0.913,4,-2.937,1,0.0555,0.00987,2.28e-05,0.23,0.511,123.305
In My Place,Coldplay,0.424,0.588,9,-5.455,1,0.0278,0.0553,4.95e-06,0.298,0.193,144.636
Poison,Alice Cooper,0.304,0.91,2,-6.096,0,0.117,0.0524,3.61e-05,0.111,0.305,118.794
Innuendo - Remastered 2011,Queen,0.271,0.725,1,-6.24,1,0.0468,0.182,0.00184,0.199,0.206,149.154
What It Is,Mark Knopfler,0.624,0.701,6,-6.788,0,0.0288,0.564,0.28,0.185,0.426,122.139
Accidentally In Love,Counting Crows,0.553,0.924,7,-3.617,1,0.0375,0.0575,4.76e-06,0.0877,0.823,138.006
They Stood Up For Love,Live,0.381,0.899,6,-4.968,1,0.0449,0.000312,0.433,0.358,0.339,186.886
Have A Little Faith In Me,John Hiatt,0.615,0.708,4,-7.941,1,0.0358,0.374,5.23e-05,0.141,0.428,87.096
Private Investigations - Edit,Dire Straits,0.612,0.163,4,-17.64,0,0.0337,0.589,0.663,0.0745,0.0696,84.654
Belle Helene,Doe Maar,0.737,0.566,2,-10.428,0,0.0369,0.111,0.000247,0.105,0.974,137.98
Karma Police,Radiohead,0.41,0.53,7,-8.685,1,0.0271,0.0874,0.000223,0.137,0.341,74.923
Angie - Remastered,The Rolling Stones,0.433,0.432,9,-10.167,0,0.0293,0.492,9.93e-05,0.116,0.443,138.297
Bicycle Race - 2011 Remaster,Queen,0.386,0.673,10,-6.482,0,0.0953,0.0641,0.0,0.0835,0.606,168.358
You Can Leave Your Hat On,Joe Cocker,0.652,0.568,5,-12.162,1,0.0278,0.115,0.0,0.193,0.922,173.814
Lola,The Kinks,0.407,0.757,9,-11.256,1,0.0334,0.481,0.258,0.0717,0.934,151.648
You Do Something To Me,Paul Weller,0.476,0.387,4,-11.162,0,0.0276,0.375,0.00162,0.102,0.275,72.555
Narcotic - Long Version,Liquido,0.591,0.587,1,-7.314,1,0.025,0.000824,0.13,0.106,0.373,102.043
Inbetween Days,The Cure,0.532,0.912,9,-3.366,1,0.036,0.043,0.0104,0.232,0.715,142.495
Levels - Radio Edit,Avicii,0.62,0.881,1,-5.851,0,0.0372,0.0585,0.714,0.311,0.415,126.035
Someone Like You,Adele,0.554,0.321,9,-8.251,1,0.028,0.893,0.0,0.0996,0.288,135.047
R U Kiddin' Me,Anouk,0.451,0.827,4,-6.093,1,0.0591,0.0122,0.000473,0.0932,0.611,177.835
Run To The Water,Live,0.151,0.854,8,-4.508,0,0.052,0.00179,0.000851,0.0878,0.287,181.264
Weekend Love,Golden Earring,0.491,0.737,2,-6.132,1,0.04,0.279,0.0,0.106,0.456,166.627
She Will Be Loved,Maroon 5,0.524,0.711,0,-5.494,0,0.0405,0.0567,0.0,0.134,0.539,203.867
About A Girl,Nirvana,0.614,0.768,3,-9.169,0,0.0756,0.152,2.02e-05,0.873,0.613,121.009
Save a Prayer - Single Version,Duran Duran,0.59,0.662,7,-9.226,1,0.0313,0.141,0.0,0.0935,0.651,113.455
Denis,Blondie,0.529,0.771,0,-6.726,1,0.0462,0.000376,0.00508,0.0601,0.863,138.905
Rock the Casbah - Remastered,The Clash,0.797,0.872,9,-6.727,0,0.0575,0.291,0.0,0.284,0.866,129.885
School,Supertramp,0.343,0.678,4,-9.599,0,0.0755,0.352,0.0623,0.0798,0.0467,91.47
Wanted Dead Or Alive,Bon Jovi,0.258,0.817,7,-3.609,1,0.0419,0.0842,0.0179,0.315,0.263,148.742
Tubthumping,Chumbawamba,0.348,0.88,2,-7.366,1,0.0978,0.128,0.0,0.357,0.606,101.185
Let's Stay Together,Tina Turner,0.427,0.791,8,-5.654,0,0.078,0.572,0.000537,0.129,0.462,102.389
Sing Our Own Song,UB40,0.79,0.695,11,-6.511,1,0.0358,0.143,3.53e-05,0.065,0.921,101.925
"Stay (Faraway, So Close!)",U2,0.561,0.499,8,-12.24,1,0.0254,0.202,0.0327,0.0709,0.749,94.157
Skinny Love,Birdy,0.379,0.29,4,-8.485,1,0.051,0.952,0.00106,0.118,0.169,166.467
Proud Mary,Ike & Tina Turner,0.611,0.396,2,-13.741,1,0.178,0.495,1.4e-06,0.065,0.754,99.71
Happy,Intwine,0.676,0.532,9,-4.919,0,0.0354,0.545,0.0,0.228,0.65,120.048
No Mercy,Racoon,0.772,0.575,10,-5.674,0,0.0254,0.0847,0.0,0.104,0.607,104.006
You Give Love A Bad Name,Bon Jovi,0.53,0.964,0,-2.571,0,0.0553,0.0528,4.84e-06,0.372,0.823,122.807
Love Is The Drug,Roxy Music,0.839,0.73,2,-6.072,1,0.0809,0.0477,0.00792,0.0305,0.596,124.653
Relax,Frankie Goes To Hollywood,0.691,0.653,9,-10.024,1,0.035,0.296,1.86e-06,0.0656,0.819,115.307
Don't Be Afraid Of The Dark,The Robert Cray Band,0.695,0.641,8,-7.095,1,0.0274,0.562,0.000315,0.0752,0.749,113.448
Oerend Hard,Normaal,0.664,0.66,9,-10.39,1,0.0989,0.122,0.0,0.075,0.836,126.566
It's A Beautiful Day - Remastered 2011,Queen,0.121,0.13,7,-13.406,1,0.0374,0.673,6.73e-05,0.0844,0.0362,48.223
Weak,Skunk Anansie,0.531,0.772,4,-6.394,0,0.032,0.0102,3.43e-06,0.259,0.446,94.41
It's So Hard,Anouk,0.487,0.812,2,-6.592,0,0.0327,0.0557,3.25e-06,0.496,0.412,128.939
Keep Your Head Up,Ben Howard,0.516,0.588,4,-8.968,0,0.0332,0.507,8.72e-06,0.111,0.437,79.061
Take Your Time Girl (live at ruud de wild/538),Niels Geusebroek,0.62,0.417,7,-9.51,0,0.0263,0.8,0.0,0.108,0.706,137.858
One Vision,Queen,0.5,0.909,2,-6.807,1,0.136,0.0987,1.32e-06,0.526,0.36,119.847
Sussudio,Phil Collins,0.469,0.839,0,-7.654,0,0.149,0.062,0.371,0.965,0.451,101.812
Roll Over Lay Down,Status Quo,0.599,0.591,2,-6.779,1,0.0454,0.00217,0.00816,0.199,0.149,126.83
Belfast Child - Remastered 2013,Simple Minds,0.366,0.862,2,-5.675,1,0.0389,0.268,0.00128,0.0932,0.672,114.683
Even Better Than The Real Thing,U2,0.487,0.9,7,-4.326,1,0.0325,0.00285,0.00168,0.169,0.629,128.396
Dancing In The Street - 2002 Remastered Version,David Bowie,0.605,0.896,11,-9.471,1,0.0539,0.0253,0.000216,0.0948,0.782,130.916
Hier,BLØF,0.488,0.813,4,-6.321,1,0.0342,0.00188,0.0,0.136,0.604,163.854
Powerless (Say What You Want),Nelly Furtado,0.599,0.928,2,-4.628,1,0.0393,0.0288,0.0103,0.145,0.747,108.46
Lullaby,The Cure,0.73,0.676,9,-4.436,1,0.0467,0.00894,0.385,0.0534,0.551,93.922
Mysterious Ways,U2,0.673,0.713,8,-6.514,1,0.027,0.00176,0.0125,0.107,0.721,99.76
New Kid in Town - 2013 Remaster,Eagles,0.649,0.425,4,-9.811,1,0.0267,0.378,0.0013,0.108,0.651,107.383
People Gotta Move,Gino Vannelli,0.621,0.912,7,-4.427,1,0.0411,0.00657,0.00221,0.276,0.608,120.012
Sanctify Yourself - Edit / Remastered 2013,Simple Minds,0.55,0.954,0,-5.936,1,0.0536,0.0397,9.68e-06,0.808,0.564,128.002
Song 2,Blur,0.658,0.709,8,-6.736,1,0.0904,0.00188,0.00447,0.0657,0.855,129.699
Sing for Absolution,Muse,0.436,0.678,5,-7.211,1,0.0301,0.457,0.0384,0.0873,0.194,170.287
Year of the Cat - Single Version,Al Stewart,0.54,0.478,4,-13.036,0,0.0336,0.0228,0.00411,0.1,0.594,117.067
Is It Any Wonder?,Keane,0.485,0.922,11,-4.918,0,0.0344,3.61e-05,0.000539,0.315,0.814,129.347
Crazy Little Thing Called Love,Queen,0.601,0.756,0,-6.889,1,0.0451,0.703,2.89e-06,0.359,0.774,76.913
One of These Nights - 2013 Remaster,Eagles,0.655,0.606,7,-10.385,1,0.0285,0.0603,0.0789,0.0757,0.765,110.061
Like A Rolling Stone - Edit,The Rolling Stones,0.207,0.919,0,-4.39,1,0.0846,0.0119,7.44e-05,0.293,0.424,204.555
When The Lady Smiles,Golden Earring,0.704,0.816,11,-7.121,1,0.0309,0.438,0.00891,0.354,0.83,131.577
Wonderful Tonight,Eric Clapton,0.569,0.287,7,-11.843,1,0.0266,0.672,0.0599,0.224,0.463,95.426
No Limit,2 Unlimted,0.678,0.987,5,-14.702,0,0.046,0.0175,0.0361,0.0453,0.742,141.106
Vertigo - Radio Edit,U2,0.413,0.809,9,-4.644,1,0.0577,0.00011,0.00113,0.158,0.635,140.067
Shine On You Crazy Diamond (Parts 1 - 5) [Edit] [2011 Remastered Version],Pink Floyd,0.265,0.228,7,-15.866,0,0.0292,0.783,0.553,0.418,0.0727,137.3
Tonight (With David Bowie) - Live,Tina Turner,0.593,0.722,4,-12.516,1,0.0465,0.195,0.00108,0.933,0.719,101.539
Liefs Uit Londen,BLØF,0.396,0.279,0,-11.186,1,0.0378,0.81,0.000337,0.135,0.131,155.985
All Right Now,Free,0.767,0.485,2,-11.547,1,0.0873,0.191,3.76e-05,0.319,0.747,119.757
The Look Of Love - Pt. 1,ABC,0.723,0.833,9,-7.69,0,0.0924,0.179,0.0002,0.251,0.939,120.803
Light My Fire,The Doors,0.413,0.725,3,-5.787,0,0.0324,0.369,2.16e-05,0.0905,0.44,124.618
U Can't Touch This,MC Hammer,0.857,0.739,11,-6.05,0,0.0846,0.00343,0.00114,0.274,0.849,133.365
Oh Pretty Woman - 2002 Remaster,Gary Moore,0.31,0.705,0,-5.633,0,0.061,0.0507,0.00389,0.299,0.667,206.399
Your Song,Elton John,0.551,0.27,3,-12.808,1,0.0326,0.851,7.04e-06,0.0966,0.289,128.221
Can't Stand Losing You,The Police,0.755,0.639,2,-9.692,0,0.323,0.387,0.00529,0.0544,0.933,142.095
How You Gonna See Me Now - 2002 Remaster,Alice Cooper,0.539,0.418,5,-11.039,1,0.0391,0.25,1.02e-06,0.147,0.212,136.439
Isn't It Time - 2000 Remastered Version,The Babys,0.549,0.919,0,-6.541,1,0.0883,0.319,0.000448,0.685,0.376,116.975
Candy,Iggy Pop,0.613,0.727,7,-5.764,1,0.0305,0.107,0.000355,0.0451,0.618,144.479
Everytime I Think Of You,The Babys,0.396,0.732,7,-5.768,1,0.0405,0.324,1.12e-05,0.203,0.492,121.233
One Step Beyond,Madness,0.474,0.921,0,-4.384,0,0.0609,0.0484,0.0357,0.156,0.942,154.851
Let Love Rule,Lenny Kravitz,0.678,0.693,0,-5.124,1,0.0343,0.0111,0.36,0.122,0.676,152.803
Hou Van Mij,Het Goede Doel,0.575,0.6,5,-12.43,1,0.0325,0.0052,0.0246,0.181,0.507,132.384
Twilight Zone,Golden Earring,0.656,0.756,11,-6.516,0,0.0399,0.00785,3.49e-05,0.0927,0.542,118.56
By the Way,Red Hot Chili Peppers,0.442,0.986,0,-2.466,1,0.117,0.038,0.00082,0.0998,0.184,124.014
City Of Blinding Lights,U2,0.443,0.765,8,-4.104,1,0.0301,0.000224,0.0447,0.111,0.179,139.138
Don't Cry (Original),Guns N' Roses,0.445,0.621,11,-7.66,1,0.0326,0.00164,0.00438,0.0943,0.276,124.629
Sympathy For The Devil,The Rolling Stones,0.565,0.672,9,-11.208,1,0.267,0.598,0.0,0.0419,0.578,114.376
Learn to Fly,Foo Fighters,0.439,0.931,11,-2.59,0,0.0473,1.92e-05,1.21e-05,0.193,0.527,135.944
Can't Stop This Thing We Started,Bryan Adams,0.523,0.923,9,-4.716,1,0.0409,0.0108,0.0,0.322,0.524,113.052
Wish You Were Here - 2011 Remaster,Pink Floyd,0.5,0.185,7,-20.242,1,0.0535,0.728,0.000746,0.273,0.293,121.002
Good Vibrations - Mono Version,The Beach Boys,0.405,0.363,10,-11.941,1,0.034,0.159,1.34e-06,0.113,0.35,133.403
Make You Feel My Love,Adele,0.559,0.172,10,-10.636,1,0.0291,0.907,0.000383,0.105,0.0955,77.025
Road Trippin',Red Hot Chili Peppers,0.378,0.474,4,-8.202,0,0.0271,0.28,0.00138,0.117,0.38,102.379
Selling The Drama,Live,0.451,0.907,6,-6.705,1,0.0646,0.0109,0.000338,0.135,0.366,124.375
Disappear,INXS,0.64,0.8,9,-5.542,1,0.0364,0.0102,1.64e-06,0.0801,0.869,125.076
With a Little Help From My Friends - Live,Joe Cocker,0.252,0.633,2,-12.102,1,0.0519,0.044,4.67e-05,0.713,0.138,133.198
Listen to the Music,The Doobie Brothers,0.643,0.526,1,-15.147,0,0.0349,0.214,4.21e-06,0.069,0.881,105.922
Dirty Cash (Money Talks) - Sold Out 7 Inch Mix,The Adventures Of Stevie V,0.757,0.83,5,-13.169,0,0.0413,0.00129,0.00741,0.0877,0.925,120.883
Sacrifice,Anouk,0.474,0.171,3,-13.414,1,0.0486,0.742,0.0,0.0721,0.227,135.927
Somebody Is Watching Me,Rockwell,0.842,0.397,0,-13.239,0,0.0433,0.0243,6.59e-05,0.0987,0.923,125.653
When Love Comes To Town,U2,0.65,0.824,9,-6.888,1,0.032,0.0643,1.82e-06,0.102,0.784,115.335
Just Say Yes,Snow Patrol,0.545,0.883,9,-5.52,1,0.034,0.0216,1.38e-05,0.0286,0.225,108.03
Mooie Dag,BLØF,0.434,0.574,0,-11.109,1,0.0316,0.112,0.0296,0.152,0.278,84.934
Live and Let Die,Wings,0.431,0.669,7,-5.903,1,0.0588,0.143,0.00284,0.12,0.216,125.056
Mixed Emotions,The Rolling Stones,0.495,0.948,7,-4.646,1,0.0407,0.0657,0.000108,0.906,0.782,136.967
So Far Away - Full Version,Dire Straits,0.696,0.672,4,-6.59,1,0.027,0.235,0.186,0.0704,0.636,114.405
Breaking the Habit,Linkin Park,0.579,0.849,4,-5.218,0,0.0303,0.108,0.0,0.0909,0.581,100.021
Trouble,Coldplay,0.565,0.546,11,-7.496,0,0.0314,0.189,0.0015,0.17,0.195,139.757
Here I Go Again - 2008 Remaster,Whitesnake,0.215,0.822,5,-5.681,0,0.181,0.495,0.000326,0.189,0.195,178.442
Night Fever - Remastered Version,Bee Gees,0.738,0.79,1,-7.204,0,0.0252,0.0308,0.00273,0.087,0.91,109.127
Killer Queen,Queen,0.534,0.665,10,-5.685,1,0.0508,0.385,1.24e-06,0.1,0.621,117.089
Message To My Girl,Split Enz,0.584,0.69,6,-6.401,1,0.0231,0.201,1.53e-05,0.639,0.349,99.56
The Wall Street Shuffle,10cc,0.525,0.628,2,-9.855,0,0.0298,0.0184,0.0018,0.269,0.615,98.111
I Will Follow,U2,0.365,0.908,8,-7.314,1,0.0712,0.000304,4.33e-05,0.24,0.613,155.181
Is This Love - 2003 Remaster,Whitesnake,0.342,0.79,0,-6.603,1,0.0333,0.00321,1.38e-06,0.151,0.569,180.673
Raspberry Beret,Prince,0.761,0.67,2,-12.759,1,0.0438,0.21,0.000426,0.0684,0.91,120.75
Don't Stop,Fleetwood Mac,0.602,0.851,9,-6.613,1,0.0359,0.0615,1.29e-06,0.0564,0.87,119.057
Money Don't Matter 2 Night,Prince,0.825,0.628,1,-8.716,1,0.0326,0.0305,9.47e-06,0.0503,0.705,110.114
Have You Ever Seen The Rain,Creedence Clearwater Revival,0.784,0.668,0,-5.782,1,0.0287,0.171,2.55e-05,0.119,0.876,116.106
Too Much Love Will Kill You,Brian May,0.296,0.272,7,-8.704,1,0.0338,0.834,1.02e-06,0.109,0.193,162.684
Oomachasaooma (Feel The Love),10cc,0.848,0.4,8,-10.244,1,0.0483,0.246,0.0,0.049,0.736,127.664
Tell Me Baby,Red Hot Chili Peppers,0.695,0.993,0,-3.114,1,0.0612,0.00177,0.00246,0.0814,0.281,107.951
Somebody To Love,Queen,0.476,0.69,8,-7.019,1,0.059,0.205,0.0,0.0732,0.374,112.83
The Whole Of The Moon,The Waterboys,0.538,0.852,0,-5.68,1,0.0321,0.071,3.95e-06,0.602,0.597,105.664
I Can't Sleep Without You - Live,Golden Earring,0.475,0.839,11,-11.057,0,0.0444,0.0703,2.29e-06,0.913,0.511,130.518
Against All Odds,Phil Collins,0.355,0.448,5,-10.929,0,0.0388,0.458,0.794,0.779,0.229,99.147
This Is The Last Time,Keane,0.524,0.764,7,-5.777,1,0.0308,0.00293,1.59e-06,0.214,0.314,131.672
Kryptonite,3 Doors Down,0.553,0.942,11,-3.481,0,0.0279,0.00154,0.0,0.131,0.48,99.033
Desire,U2,0.487,0.87,8,-6.123,1,0.0475,0.000293,0.00732,0.0877,0.654,108.538
It's The First Time,Lois Lane,0.55,0.715,7,-8.759,1,0.0613,0.162,0.0,0.185,0.677,189.392
Sunday Bloody Sunday,U2,0.543,0.964,6,-5.687,1,0.0515,0.411,0.00205,0.047,0.777,100.456
Maybe Tomorrow,UB40,0.865,0.46,1,-12.076,1,0.0434,0.0563,0.0272,0.0726,0.965,96.116
Right Between the Eyes,Wax,0.614,0.694,6,-11.083,0,0.0275,0.102,0.00942,0.141,0.898,93.265
Take The Long Way Home,Supertramp,0.336,0.637,5,-10.597,1,0.0326,0.227,0.000295,0.0775,0.356,76.891
